image,expected,pre_num_allowed_detections,pre_result,pre_processing_time,post_num_allowed_detections,post_result,post_processing_time,difference_flag,improvement_status
No_Signs_time(8)_fog(25)_rain(15)_305.jpg,No_Signs,0,TN,0.0060,0,TN,0.0063,No,No change
No_Signs_time(6)_fog(25)_rain(0)_262.jpg,No_Signs,0,TN,0.0055,0,TN,0.0057,No,No change
No_Signs_time(16)_fog(25)_rain(0)_185.jpg,No_Signs,0,TN,0.0057,0,TN,0.0079,No,No change
With_Signs_time(16)_fog(90)_rain(25)_115.jpg,With_Signs,0,FN,0.0055,1,TP,0.0062,Yes,Improved
No_Signs_time(16)_fog(25)_rain(0)_201.jpg,No_Signs,0,TN,0.0058,0,TN,0.0094,No,No change
With_Signs_time(6)_fog(0)_rain(0)_355.jpg,With_Signs,0,FN,0.0063,0,FN,0.0070,No,No change
No_Signs_time(8)_fog(25)_rain(15)_298.jpg,No_Signs,0,TN,0.0058,0,TN,0.0080,No,No change
No_Signs_time(6)_fog(25)_rain(0)_274.jpg,No_Signs,0,TN,0.0056,0,TN,0.0069,No,No change
With_Signs_time(13)_fog(0)_rain(0)_324.jpg,With_Signs,1,TP,0.0061,1,TP,0.0077,No,No change
No_Signs_time(9)_fog(25)_rain(0)_32.jpg,No_Signs,0,TN,0.0063,0,TN,0.0070,No,No change
With_Signs_time(16)_fog(90)_rain(25)_105.jpg,With_Signs,0,FN,0.0060,1,TP,0.0134,Yes,Improved
No_Signs_time(6)_fog(25)_rain(0)_267.jpg,No_Signs,0,TN,0.0073,0,TN,0.0104,No,No change
With_Signs_time(16)_fog(0)_rain(0)_62.jpg,With_Signs,0,FN,0.0066,0,FN,0.0064,No,No change
With_Signs_time(16)_fog(0)_rain(25)_84.jpg,With_Signs,0,FN,0.0104,0,FN,0.0070,No,No change
With_Signs_time(22)_fog(0)_rain(0)_127.jpg,With_Signs,0,FN,0.0105,0,FN,0.0063,No,No change
With_Signs_time(16)_fog(0)_rain(0)_337.jpg,With_Signs,0,FN,0.0060,0,FN,0.0056,No,No change
With_Signs_time(16)_fog(25)_rain(0)_97.jpg,With_Signs,0,FN,0.0057,0,FN,0.0060,No,No change
No_Signs_time(16)_fog(25)_rain(0)_192.jpg,No_Signs,0,TN,0.0071,0,TN,0.0059,No,No change
With_Signs_time(7)_fog(0)_rain(0)_357.jpg,With_Signs,1,TP,0.0061,1,TP,0.0072,No,No change
No_Signs_time(16)_fog(25)_rain(0)_207.jpg,No_Signs,0,TN,0.0058,0,TN,0.0066,No,No change
No_Signs_time(5)_fog(25)_rain(15)_215.jpg,No_Signs,0,TN,0.0060,0,TN,0.0060,No,No change
With_Signs_time(16)_fog(0)_rain(25)_83.jpg,With_Signs,0,FN,0.0061,0,FN,0.0074,No,No change
No_Signs_time(5)_fog(25)_rain(15)_236.jpg,No_Signs,0,TN,0.0059,0,TN,0.0093,No,No change
With_Signs_time(6)_fog(0)_rain(0)_351.jpg,With_Signs,0,FN,0.0056,0,FN,0.0117,No,No change
With_Signs_time(16)_fog(25)_rain(0)_93.jpg,With_Signs,0,FN,0.0057,0,FN,0.0060,No,No change
No_Signs_time(6)_fog(25)_rain(0)_272.jpg,No_Signs,0,TN,0.0055,0,TN,0.0057,No,No change
No_Signs_time(18)_fog(25)_rain(20)_24.jpg,No_Signs,0,TN,0.0114,0,TN,0.0062,No,No change
No_Signs_time(6)_fog(25)_rain(0)_282.jpg,No_Signs,0,TN,0.0072,0,TN,0.0059,No,No change
With_Signs_time(16)_fog(90)_rain(25)_106.jpg,With_Signs,2,TP,0.0067,2,TP,0.0075,No,No change
No_Signs_time(6)_fog(25)_rain(0)_268.jpg,No_Signs,0,TN,0.0062,0,TN,0.0064,No,No change
With_Signs_time(22)_fog(0)_rain(25)_139.jpg,With_Signs,0,FN,0.0068,0,FN,0.0056,No,No change
No_Signs_time(9)_fog(25)_rain(0)_44.jpg,No_Signs,0,TN,0.0076,0,TN,0.0061,No,No change
No_Signs_time(9)_fog(25)_rain(0)_42.jpg,No_Signs,0,TN,0.0067,0,TN,0.0061,No,No change
No_Signs_time(6)_fog(25)_rain(0)_271.jpg,No_Signs,0,TN,0.0057,0,TN,0.0060,No,No change
With_Signs_time(16)_fog(90)_rain(25)_116.jpg,With_Signs,2,TP,0.0067,2,TP,0.0090,No,No change
With_Signs_time(13)_fog(0)_rain(0)_325.jpg,With_Signs,1,TP,0.0089,2,TP,0.0065,Yes,Improved
No_Signs_time(8)_fog(25)_rain(15)_314.jpg,No_Signs,0,TN,0.0115,0,TN,0.0069,No,No change
With_Signs_time(22)_fog(0)_rain(0)_129.jpg,With_Signs,0,FN,0.0119,0,FN,0.0061,No,No change
No_Signs_time(16)_fog(25)_rain(0)_190.jpg,No_Signs,0,TN,0.0059,0,TN,0.0070,No,No change
With_Signs_time(8)_fog(90)_rain(0)_163.jpg,With_Signs,1,TP,0.0062,1,TP,0.0073,No,No change
With_Signs_time(8)_fog(0)_rain(0)_150.jpg,With_Signs,0,FN,0.0059,1,TP,0.0070,Yes,Improved
No_Signs_time(6)_fog(25)_rain(0)_263.jpg,No_Signs,0,TN,0.0064,0,TN,0.0062,No,No change
With_Signs_time(16)_fog(0)_rain(0)_60.jpg,With_Signs,1,TP,0.0070,1,TP,0.0069,No,No change
With_Signs_time(22)_fog(0)_rain(0)_132.jpg,With_Signs,0,FN,0.0095,0,FN,0.0062,No,No change
No_Signs_time(6)_fog(25)_rain(0)_257.jpg,No_Signs,0,TN,0.0062,0,TN,0.0064,No,No change
With_Signs_time(22)_fog(0)_rain(25)_136.jpg,With_Signs,0,FN,0.0098,0,FN,0.0058,No,No change
With_Signs_time(8)_fog(90)_rain(0)_171.jpg,With_Signs,0,FN,0.0060,0,FN,0.0099,No,No change
No_Signs_time(6)_fog(25)_rain(0)_258.jpg,No_Signs,0,TN,0.0066,0,TN,0.0064,No,No change
No_Signs_time(5)_fog(25)_rain(15)_232.jpg,No_Signs,0,TN,0.0059,0,TN,0.0068,No,No change
No_Signs_time(9)_fog(25)_rain(0)_30.jpg,No_Signs,0,TN,0.0094,0,TN,0.0063,No,No change
With_Signs_time(22)_fog(0)_rain(0)_118.jpg,With_Signs,0,FN,0.0072,0,FN,0.0062,No,No change
No_Signs_time(9)_fog(25)_rain(0)_39.jpg,No_Signs,0,TN,0.0079,0,TN,0.0061,No,No change
No_Signs_time(16)_fog(25)_rain(0)_206.jpg,No_Signs,0,TN,0.0064,0,TN,0.0122,No,No change
No_Signs_time(9)_fog(25)_rain(15)_55.jpg,No_Signs,0,TN,0.0055,0,TN,0.0072,No,No change
With_Signs_time(6)_fog(0)_rain(0)_349.jpg,With_Signs,0,FN,0.0058,1,TP,0.0062,Yes,Improved
With_Signs_time(13)_fog(0)_rain(0)_331.jpg,With_Signs,1,TP,0.0062,1,TP,0.0072,No,No change
No_Signs_time(9)_fog(25)_rain(15)_49.jpg,No_Signs,0,TN,0.0059,0,TN,0.0057,No,No change
No_Signs_time(5)_fog(25)_rain(15)_220.jpg,No_Signs,0,TN,0.0057,0,TN,0.0057,No,No change
With_Signs_time(16)_fog(90)_rain(25)_111.jpg,With_Signs,1,TP,0.0065,1,TP,0.0064,No,No change
No_Signs_time(16)_fog(25)_rain(0)_180.jpg,No_Signs,0,TN,0.0061,0,TN,0.0066,No,No change
No_Signs_time(5)_fog(25)_rain(15)_222.jpg,No_Signs,0,TN,0.0072,0,TN,0.0059,No,No change
With_Signs_time(16)_fog(0)_rain(0)_70.jpg,With_Signs,2,TP,0.0080,2,TP,0.0079,No,No change
With_Signs_time(7)_fog(0)_rain(0)_359.jpg,With_Signs,0,FN,0.0060,0,FN,0.0066,No,No change
No_Signs_time(8)_fog(25)_rain(15)_290.jpg,No_Signs,0,TN,0.0060,0,TN,0.0078,No,No change
With_Signs_time(16)_fog(25)_rain(0)_98.jpg,With_Signs,0,FN,0.0074,0,FN,0.0122,No,No change
No_Signs_time(9)_fog(25)_rain(0)_40.jpg,No_Signs,0,TN,0.0065,0,TN,0.0065,No,No change
No_Signs_time(8)_fog(25)_rain(15)_307.jpg,No_Signs,0,TN,0.0057,0,TN,0.0062,No,No change
No_Signs_time(16)_fog(25)_rain(0)_184.jpg,No_Signs,0,TN,0.0114,0,TN,0.0060,No,No change
With_Signs_time(8)_fog(0)_rain(0)_159.jpg,With_Signs,0,FN,0.0063,0,FN,0.0078,No,No change
No_Signs_time(13)_fog(75)_rain(0)_3.jpg,No_Signs,0,TN,0.0094,0,TN,0.0057,No,No change
No_Signs_time(13)_fog(75)_rain(0)_14.jpg,No_Signs,0,TN,0.0070,0,TN,0.0066,No,No change
With_Signs_time(6)_fog(0)_rain(0)_348.jpg,With_Signs,0,FN,0.0056,0,FN,0.0064,No,No change
With_Signs_time(13)_fog(0)_rain(0)_327.jpg,With_Signs,1,TP,0.0070,1,TP,0.0070,No,No change
With_Signs_time(16)_fog(0)_rain(0)_334.jpg,With_Signs,1,TP,0.0062,1,TP,0.0074,No,No change
No_Signs_time(5)_fog(25)_rain(15)_250.jpg,No_Signs,0,TN,0.0060,0,TN,0.0059,No,No change
No_Signs_time(16)_fog(25)_rain(0)_177.jpg,No_Signs,0,TN,0.0057,0,TN,0.0067,No,No change
With_Signs_time(8)_fog(90)_rain(0)_166.jpg,With_Signs,0,FN,0.0061,0,FN,0.0075,No,No change
With_Signs_time(16)_fog(0)_rain(0)_71.jpg,With_Signs,0,FN,0.0111,0,FN,0.0062,No,No change
With_Signs_time(16)_fog(25)_rain(0)_103.jpg,With_Signs,2,TP,0.0067,2,TP,0.0089,No,No change
With_Signs_time(16)_fog(0)_rain(0)_64.jpg,With_Signs,1,TP,0.0073,1,TP,0.0074,No,No change
No_Signs_time(5)_fog(25)_rain(15)_245.jpg,No_Signs,0,TN,0.0058,0,TN,0.0064,No,No change
With_Signs_time(16)_fog(90)_rain(25)_112.jpg,With_Signs,0,FN,0.0059,0,FN,0.0068,No,No change
No_Signs_time(18)_fog(25)_rain(20)_17.jpg,No_Signs,0,TN,0.0058,0,TN,0.0068,No,No change
No_Signs_time(9)_fog(25)_rain(15)_46.jpg,No_Signs,0,TN,0.0062,0,TN,0.0068,No,No change
With_Signs_time(13)_fog(0)_rain(0)_322.jpg,With_Signs,1,TP,0.0070,1,TP,0.0065,No,No change
No_Signs_time(16)_fog(25)_rain(0)_196.jpg,No_Signs,0,TN,0.0060,0,TN,0.0068,No,No change
No_Signs_time(9)_fog(25)_rain(0)_37.jpg,No_Signs,0,TN,0.0060,0,TN,0.0119,No,No change
No_Signs_time(6)_fog(25)_rain(0)_276.jpg,No_Signs,0,TN,0.0060,0,TN,0.0117,No,No change
No_Signs_time(5)_fog(25)_rain(15)_237.jpg,No_Signs,0,TN,0.0133,0,TN,0.0114,No,No change
No_Signs_time(5)_fog(25)_rain(15)_216.jpg,No_Signs,0,TN,0.0061,0,TN,0.0115,No,No change
No_Signs_time(8)_fog(25)_rain(15)_294.jpg,No_Signs,0,TN,0.0058,0,TN,0.0114,No,No change
No_Signs_time(5)_fog(25)_rain(15)_248.jpg,No_Signs,0,TN,0.0057,0,TN,0.0118,No,No change
No_Signs_time(6)_fog(25)_rain(0)_266.jpg,No_Signs,0,TN,0.0094,0,TN,0.0064,No,No change
No_Signs_time(13)_fog(75)_rain(0)_8.jpg,No_Signs,0,TN,0.0059,0,TN,0.0071,No,No change
With_Signs_time(16)_fog(0)_rain(0)_56.jpg,With_Signs,1,TP,0.0067,1,TP,0.0062,No,No change
With_Signs_time(16)_fog(0)_rain(25)_76.jpg,With_Signs,0,FN,0.0114,1,TP,0.0071,Yes,Improved
No_Signs_time(13)_fog(75)_rain(0)_10.jpg,No_Signs,0,TN,0.0064,0,TN,0.0061,No,No change
No_Signs_time(8)_fog(25)_rain(15)_315.jpg,No_Signs,0,TN,0.0062,0,TN,0.0095,No,No change
No_Signs_time(5)_fog(25)_rain(15)_217.jpg,No_Signs,0,TN,0.0077,0,TN,0.0116,No,No change
With_Signs_time(22)_fog(0)_rain(25)_135.jpg,With_Signs,0,FN,0.0071,0,FN,0.0096,No,No change
With_Signs_time(8)_fog(90)_rain(0)_168.jpg,With_Signs,1,TP,0.0128,1,TP,0.0112,No,No change
No_Signs_time(8)_fog(25)_rain(15)_287.jpg,No_Signs,0,TN,0.0066,0,TN,0.0074,No,No change
No_Signs_time(13)_fog(75)_rain(0)_2.jpg,No_Signs,0,TN,0.0111,0,TN,0.0067,No,No change
No_Signs_time(16)_fog(25)_rain(0)_209.jpg,No_Signs,0,TN,0.0103,0,TN,0.0064,No,No change
No_Signs_time(6)_fog(25)_rain(0)_273.jpg,No_Signs,0,TN,0.0065,0,TN,0.0086,No,No change
No_Signs_time(5)_fog(25)_rain(15)_229.jpg,No_Signs,0,TN,0.0064,0,TN,0.0071,No,No change
With_Signs_time(16)_fog(0)_rain(25)_73.jpg,With_Signs,1,TP,0.0068,1,TP,0.0068,No,No change
With_Signs_time(8)_fog(0)_rain(0)_155.jpg,With_Signs,1,TP,0.0067,1,TP,0.0070,No,No change
With_Signs_time(16)_fog(25)_rain(0)_88.jpg,With_Signs,0,FN,0.0057,0,FN,0.0073,No,No change
No_Signs_time(8)_fog(25)_rain(15)_295.jpg,No_Signs,0,TN,0.0060,0,TN,0.0064,No,No change
No_Signs_time(18)_fog(25)_rain(20)_20.jpg,No_Signs,0,TN,0.0058,0,TN,0.0070,No,No change
With_Signs_time(16)_fog(0)_rain(25)_81.jpg,With_Signs,0,FN,0.0058,0,FN,0.0060,No,No change
With_Signs_time(8)_fog(0)_rain(0)_154.jpg,With_Signs,0,FN,0.0118,0,FN,0.0058,No,No change
With_Signs_time(16)_fog(0)_rain(0)_342.jpg,With_Signs,1,TP,0.0096,2,TP,0.0076,Yes,Improved
With_Signs_time(16)_fog(0)_rain(0)_340.jpg,With_Signs,1,TP,0.0091,1,TP,0.0071,No,No change
No_Signs_time(13)_fog(75)_rain(0)_1.jpg,No_Signs,0,TN,0.0064,0,TN,0.0068,No,No change
No_Signs_time(6)_fog(25)_rain(0)_255.jpg,No_Signs,0,TN,0.0061,0,TN,0.0061,No,No change
No_Signs_time(8)_fog(25)_rain(15)_313.jpg,No_Signs,0,TN,0.0064,0,TN,0.0058,No,No change
No_Signs_time(8)_fog(25)_rain(15)_299.jpg,No_Signs,0,TN,0.0100,0,TN,0.0067,No,No change
No_Signs_time(8)_fog(25)_rain(15)_318.jpg,No_Signs,0,TN,0.0120,0,TN,0.0062,No,No change
With_Signs_time(22)_fog(0)_rain(25)_137.jpg,With_Signs,0,FN,0.0059,0,FN,0.0058,No,No change
With_Signs_time(22)_fog(0)_rain(0)_123.jpg,With_Signs,1,TP,0.0072,1,TP,0.0096,No,No change
With_Signs_time(8)_fog(0)_rain(0)_146.jpg,With_Signs,0,FN,0.0065,1,TP,0.0073,Yes,Improved
With_Signs_time(22)_fog(0)_rain(0)_130.jpg,With_Signs,0,FN,0.0058,0,FN,0.0071,No,No change
With_Signs_time(22)_fog(0)_rain(0)_131.jpg,With_Signs,0,FN,0.0058,0,FN,0.0067,No,No change
No_Signs_time(9)_fog(25)_rain(0)_33.jpg,No_Signs,0,TN,0.0059,0,TN,0.0063,No,No change
With_Signs_time(16)_fog(25)_rain(0)_96.jpg,With_Signs,1,TP,0.0086,0,FN,0.0099,Yes,Worsened
No_Signs_time(8)_fog(25)_rain(15)_297.jpg,No_Signs,0,TN,0.0056,0,TN,0.0069,No,No change
With_Signs_time(8)_fog(0)_rain(0)_160.jpg,With_Signs,0,FN,0.0066,0,FN,0.0062,No,No change
